,winery,wine,year,rating,num_reviews,region,price,type,body,acidity,parker_score
316,Palacio de Bornos,Vaya Pasada Verdejo,2021,3.6,34,Rueda,5.95,Vino blanco,,,
317,Volver,Tarima Organic,2020,3.7,33,Alicante,5.95,Vino tinto,,,
318,Rafael Cambra,Soplo Blanco,2021,3.8,10,Valencia,5.95,Vino blanco,,,
319,Cuatro Rayas,Verdejo,2019,3.6,360,Rueda,5.95,Vino blanco,,,
320,Arnegui,Crianza Rioja,2017,3.6,351,Rioja,5.95,Vino tinto,,,
321,Bodega Emina,Rosado,2021,3.7,17,Cigales,5.95,Vino rosado,,,
322,Juan Gil,Jumilla Yellow Label,2020,3.9,1202,Jumilla,5.95,Vino tinto,,,
323,Lan,Duquesa De Valladolid Verdejo Rueda,2020,3.9,327,Rueda,5.95,Vino blanco,,,
324,Freixenet,Cava Carta Nevada Brut,,3.6,14854,Cava,6.4,Vino espumoso,,,
325,Familia Bastida,Biftu Bobal,2020,4.0,14,Utiel-Requena,5.95,Vino tinto,,,
326,Viñedos de Horizonte,Hacienda Real Airén,2019,3.9,11,Castilla,,Vino blanco,,,
327,Bodega Otto Bestué,Chardonnay,2021,3.7,38,Somontano,5.95,Vino blanco,,,
328,María de Molina,Verdejo,2021,3.6,14,Rueda,5.95,Vino blanco,,,
330,Marqués de Cáceres,Excellens Rioja Rosé,2021,4.0,127,Rioja,5.95,Vino rosado,,,
331,Peique,Mencía,2020,3.6,24,Bierzo,5.95,Vino tinto,,,
332,Cuatro Rayas,Vendimia Nocturna Verdejo,2020,3.7,296,Rueda,5.95,Vino blanco,,,
333,Carlos Moro,Oinoz Verdejo,2019,3.6,141,Rueda,5.95,Vino blanco,,,
334,Arnegui,Crianza Rioja,2018,3.7,47,Rioja,5.95,Vino tinto,,,
335,Peñamonte,5 Meses en Barrica,2019,3.7,87,Castilla y León,5.95,Vino tinto,,,
336,Fariña,Primero,2021,3.7,182,Toro,5.95,Vino tinto,,,
337,Luzon,Jumilla Monastrell Orgánico San Sulfitos,2021,3.8,22,Jumilla,5.95,Vino tinto,,,
338,Blanco Nieva,Menganito Verdejo,2021,3.8,19,Rueda,5.95,Vino blanco,,,
339,Cuatro Rayas,Vendimia Nocturna Sauvignon,2020,3.7,117,Rueda,5.95,Vino blanco,,,
340,Bodega Emina,Rosado,2020,3.6,81,Cigales,5.95,Vino rosado,,,
341,Volver,Wrongo Dongo Monastrell,2020,3.6,67,Jumilla,5.95,Vino tinto,,,
342,Martin Berdugo,Joven,2021,3.6,37,Ribera del Duero,5.95,Vino tinto,,,
343,Alceño,Organic Monastrell Jumilla,2020,3.8,20,Jumilla,5.95,Vino tinto,,,
345,Campillo,El Niño de Campillo Rioja,2020,3.6,144,Rioja,5.97,Vino tinto,,,
346,Borsao Bodegas,Bole,2018,3.7,47,Campo de Borja,5.99,Vino tinto,,,
347,Yllera,12 Meses en Barrica Tempranillo,2018,3.8,234,Ribera del Duero,5.99,Vino tinto,,,
348,Cune (CVNE),Crianza,2018,3.6,4166,Rioja,5.99,Vino tinto,,,
349,Celler Ronadelles - Cap de Ruc,Flor del Montsant Criança,2016,3.6,180,Montsant,5.99,Vino tinto,,,
350,Bodegas Piqueras,El Abuelo de Piqueras Crianza,2019,4.1,72,Almansa,,Vino tinto,,,
351,Equilibrio,Sauvignon Blanc,2019,4.0,50,Jumilla,5.99,Vino blanco,,,
353,Castillo de Aresan,El Rosé de Aresan Garnacha - Cabernet,2020,4.0,155,Castilla,5.99,Vino rosado,,,
354,Raimat,Clamor Rosado,2020,3.7,90,Costers del Segre,5.99,Vino rosado,,,
355,Bodegas Pedro Escudero,Valdelagunde Verdejo,2021,4.1,460,Rueda,,Vino blanco,,,
356,Félix Solís,Mucho Más Tinto - Black Edition,,4.1,1150,Vino de España,,Vino tinto,,,
357,La Maldita,Garnacha Rosé,2020,3.6,93,Rioja,6.0,Vino rosado,,,
358,Izadi,Larrosa Blanc,2020,3.7,41,Rioja,6.0,Vino blanco,,,
359,Baluarte,Rosado,2020,3.6,20,Navarra,6.0,Vino rosado,,,
360,La Maldita,Garnacha Blanca,2020,3.9,121,Rioja,6.0,Vino blanco,,,
361,Hijos de Alberto Gutiérrez,Monasterio de Palazuelos Verdejo,2021,3.7,99,Castilla y León,6.0,Vino blanco,,,
362,Sierra Cantabria,Rosado,2020,3.8,35,Rioja,6.03,Vino rosado,,,
363,Arnegui,Crianza Rioja,2016,3.6,665,Rioja,6.05,Vino tinto,,,
364,Palacio de Bornos,Verdejo,2021,3.7,160,Rueda,6.05,Vino blanco,,,
366,Familia Torres,Mas Rabell,2017,3.7,1185,Cataluña,6.05,Vino tinto,,,
367,Finca Antigua,Petit Verdot,2018,3.8,19,La Mancha,6.05,Vino tinto,,,
368,Urbion,Cuvée Tinto,2019,3.6,13,Rioja,6.09,Vino tinto,,,
369,Tardencuba,Verdejo Rueda,2019,3.8,16,Rueda,6.1,Vino blanco,,,
370,Vivanco,Tempranillo - Garnacha Rioja Rosado,2018,3.7,48,Rioja,6.1,Vino rosado,,,
372,Palacio de Sada,Garnacha,2019,3.9,16,Navarra,6.1,Vino tinto,,,
373,Bodegas Bellod,Mas del Nen Vailet,2019,3.7,12,Conca de Barberà,6.1,Vino blanco,,,
374,Honoro Vera,Garnacha,2019,3.8,2446,Calatayud,5.25,Vino tinto,,,
375,Baltasar Gracián,El Politico Garnacha,2016,3.6,390,Calatayud,6.1,Vino tinto,,,
377,Bodegas Félix Lorenzo Cachazo,Carrasviñas Rueda Verdejo,2021,4.0,115,Rueda,6.1,Vino blanco,,,
378,Celler de Capçanes,Mas Donis Blanc,2021,3.8,20,Montsant,6.1,Vino blanco,,,
379,Bodegas Vallobera,Malarina,2020,3.7,43,Rioja,6.1,Vino tinto,,,
380,Familia Torres,Mas Rabell,2020,3.6,15,Cataluña,6.1,Vino tinto,,,
381,Shaya,Arindo,2020,3.7,54,Rueda,6.12,Vino blanco,,,
382,Portia,Roble,2020,3.8,152,Ribera del Duero,6.12,Vino tinto,,,
383,Sierra Cantabria,Selección,2019,3.8,139,Rioja,6.13,Vino tinto,,,
384,Castillo de Maetierra,Libalis Blanco,2020,4.0,114,Valles de Sadacia,6.15,Vino blanco,,,
385,Bodega Tandem,Ars In Vitro,2018,3.6,65,Navarra,6.15,Vino tinto,,,
387,Altos Ibéricos,Crianza,2018,3.7,171,Rioja,6.16,Vino tinto,,,
388,Familia Torres,22 Pies Rioja Crianza,2018,3.6,16,Rioja,6.16,Vino tinto,,,
389,Juan Gil,Moscatel Seco,2021,3.7,23,Jumilla,6.17,Vino blanco,,,
390,Federico Paternina,Rioja Reserva,2016,3.7,813,Rioja,6.17,Vino tinto,,,
391,Terrai,OVG Old Vine Garnacha,2019,3.7,87,Cariñena,6.17,Vino tinto,,,
392,Rigau Ros,Criança,2019,3.7,13,Empordà,6.17,Vino tinto,,,
393,Tagonius,Tinto Roble,2016,3.6,149,Madrid,6.18,Vino tinto,,,
394,Volver,Paso a Paso Tempranillo,2020,3.7,97,Castilla,6.18,Vino tinto,,,
395,Campo Viejo,Crianza Vendimia Seleccionada,2017,3.7,280,Rioja,6.2,Vino tinto,,,
396,Familia Torres,Verdeo Verdejo,2020,3.6,565,Rueda,6.2,Vino blanco,,,
398,Bodega Emina,Sauvignon Blanc,2020,3.8,41,Rueda,6.2,Vino blanco,,,
399,Hacienda López de Haro,Crianza,2019,3.8,443,Rioja,6.2,Vino tinto,,,
400,Bodegas Príncipe de Viana,Entreflores Verdejo,2021,3.6,19,Rueda,6.2,Vino blanco,,,
401,Viña Albina,Semidulce,2019,3.7,33,Rioja,6.2,Vino blanco,,,
402,Divina Proporción,Encomienda De La Vega,2019,3.6,16,Toro,6.2,Vino tinto,,,
404,Hacienda López de Haro,Crianza,2018,3.7,2365,Rioja,6.23,Vino tinto,,,
406,Matarromera,Melior Verdejo,2021,3.6,75,Rueda,6.25,Vino blanco,,,
407,Toresanas,Orot Roble,2017,3.8,60,Toro,6.25,Vino tinto,,,
408,Baron de Ley,Rioja Rosado,2021,3.7,55,Rioja,6.25,Vino rosado,,,
409,Bodegas Care,Tinto Roble Garnacha - Syrah,2019,4.0,158,Cariñena,6.25,Vino tinto,,,
410,Domeco de Jarauta,Viña Marro Crianza,2018,3.8,34,Rioja,6.25,Vino tinto,,,
411,De Moya,Justina,2020,3.8,29,Valencia,6.25,Vino tinto,,,
412,Raimat,Castell de Raimat Chardonnay,2021,3.8,184,Costers del Segre,6.25,Vino blanco,,,
413,Baron de Ley,Blanco,2020,3.7,132,Rioja,6.4,Vino blanco,,,
414,Tres Pilares,Verdejo,2021,3.8,25,Rueda,6.25,Vino blanco,,,
415,Mocen,Selección Especial Verdejo,2021,4.1,162,Rueda,6.25,Vino blanco,,,
416,Analivia,Verdejo Selección,2020,3.6,183,Rueda,6.25,Vino blanco,,,
417,Marqués de Cáceres,Rioja Ecológico Bio,2020,3.6,102,Rioja,6.26,Vino tinto,,,
418,Vitivinos,Azua Crianza Selección Bobal Viejo,2016,3.6,20,Manchuela,6.26,Vino tinto,,,
419,Marqués de Cáceres,Excellens Verdejo,2021,3.9,73,Rueda,6.26,Vino blanco,,,
420,Protos,Rosado (Clarete),2021,3.7,71,Cigales,6.26,Vino rosado,,,
421,Marqués de la Concordia,Vega de La Reina Verdejo,2019,3.8,592,Rueda,6.26,Vino blanco,,,
422,Bodegas Cosme Palacio,Glorioso Rioja Crianza,2017,3.7,218,Rioja,6.27,Vino tinto,,,
423,Bodegas Franco-Españolas,Rioja Bordón Crianza,2018,3.7,445,Rioja,6.28,Vino tinto,,,
424,Bodegas Faustino,Art Collection Crianza,2016,3.7,577,Rioja,6.29,Vino tinto,,,
425,Cuatro Rayas,Cuarenta Vendimias Verdejo,2020,3.9,387,Rueda,6.3,Vino blanco,,,
426,Carlos Moro,Oinoz Verdejo,2021,3.8,14,Rueda,6.3,Vino blanco,,,
427,El Coto,Crianza,2017,3.7,5760,Rioja Alavesa,13.75,Vino tinto,,,
428,Alcorta,Atrevido Verdejo,2021,3.7,28,Rueda,6.3,Vino blanco,,,
429,Alcorta,Roble,2020,3.6,31,Ribera del Duero,6.3,Vino tinto,,,
430,Montespina,Verdejo,2020,3.8,416,Rueda,6.3,Vino blanco,,,
431,Montespina,Sauvignon,2020,3.7,112,Rueda,6.3,Vino blanco,,,
432,Oliver Conti,Indispensable Blanc,2021,3.8,73,Empordà,6.3,Vino blanco,,,
433,Montespina,Sauvignon,2019,3.7,175,Rueda,6.3,Vino blanco,,,
434,Carlos Moro,Oinoz Verdejo,2020,3.8,162,Rueda,6.3,Vino blanco,,,
435,Yllera,Verdejo Vendimia Nocturna,2021,3.6,88,Rueda,6.3,Vino blanco,,,
437,Marina Alta,Gran Selección Blanco,2020,4.0,864,Alicante,6.32,Vino blanco,,,
438,Pago Aylés,Unexpected Garnacha,2019,4.0,110,Cariñena,6.34,Vino tinto,,,
439,Pago del Cielo,Celeste Verdejo,2021,3.9,142,Rueda,6.35,Vino blanco,,,
440,Vinos del Viento - Michael Cooper,Aventura,2018,3.8,12,Vino de España,6.35,Vino tinto,,,
441,Obalo,Pinturas Rioja Crianza,2017,3.8,11,Rioja,6.35,Vino tinto,,,
442,Beronia,Rioja Crianza,2018,3.7,1826,Rioja,6.35,Vino tinto,,,
443,Valcarlos,Fortius Blanco Chardonnay,2016,3.6,95,Navarra,6.35,Vino blanco,,,
444,Espelt,Vailet,2021,3.6,31,Empordà,6.35,Vino blanco,,,
445,Berceo,Crianza,2017,3.8,111,Rioja,6.35,Vino tinto,,,
446,Viña Bujanda,Rioja Crianza,2017,3.6,402,Rioja,6.35,Vino tinto,,,
447,Ontañón,Rioja Crianza,2018,3.7,57,Rioja,6.35,Vino tinto,,,
448,Vinos del Paseante,L'Encís Garnatxa Blanca - Sauvignon Blanc,2021,3.9,12,Empordà,6.37,Vino blanco,,,
449,Viniric,Vella Lola Negre,2020,3.7,19,Empordà,6.38,Vino tinto,,,
450,Cune (CVNE),Rosado,2018,3.6,778,Rioja,6.39,Vino rosado,,,
451,Familia Torres,Verdeo Verdejo,2021,3.7,145,Rueda,6.39,Vino blanco,,,
452,Vivanco,Rioja Blanco,2020,3.6,136,Rioja,6.4,Vino blanco,,,
453,Agusti Torello Mata,Xic Vermell,2020,4.0,12,Penedès,6.4,Vino rosado,,,
455,Bodegas Care,Solidarity Rosé,2021,3.6,47,Cariñena,6.4,Vino rosado,,,
456,Vivanco,Tempranillo - Garnacha Rioja Rosado,2020,3.7,13,Rioja,6.4,Vino rosado,,,
457,Agusti Torello Mata,Xic Xarel-lo,2020,3.6,136,Penedès,6.4,Vino blanco,,,
458,Castro Ventosa,El Castro de Valtuille Mencía Joven,2021,3.6,38,Bierzo,6.4,Vino tinto,,,
459,Beso de Rechenna,Bobal Crianza,2018,3.8,26,Utiel-Requena,6.41,Vino tinto,,,
460,Navajas,Rioja Crianza Tinto,2017,3.8,429,Rioja,6.41,Vino tinto,,,
461,Bodegas Ochoa,8A Crianza,2017,3.7,117,Navarra,6.41,Vino tinto,,,
462,Vega Real,Ribera del Duero Roble,2019,3.8,60,Ribera del Duero,6.44,Vino tinto,,,
463,Monasterio de Las Vinas,Reserva,2017,3.7,183,Cariñena,6.45,Vino tinto,,,
464,Castillo Perelada,3 Finques (Fincas),2018,3.7,278,Empordà,6.45,Vino tinto,,,
465,Viña Bujanda,Rioja Crianza,2019,3.6,48,Rioja,6.45,Vino tinto,,,
466,Marques de Mundaiz,Rioja Crianza,2018,3.6,53,Rioja,6.45,Vino tinto,,,
467,Loxarel,Vintage Reserva Brut Nature,2014,3.9,81,Penedès,6.45,Vino espumoso,,,
469,Familia Torres,Mas Rabell,2019,3.8,94,Cataluña,6.45,Vino tinto,,,
470,Bodegas Fontana,Oveja Blanca Dry Muscat,2021,4.1,58,Uclés,6.45,Vino blanco,,,
471,Sierra Cantabria,Murmurón,2021,3.6,18,Rioja,6.46,Vino tinto,,,
472,Castillo de Monjardin,Chardonnay,2021,3.6,36,Navarra,6.47,Vino blanco,,,
474,Marqués de la Concordia,Crianza Rioja,2015,3.7,780,Rioja,6.47,Vino tinto,,,
475,Viñedos Hermanos Hernáiz,Finca La Emperatriz El Jardín de La Emperatriz Blanco,2019,3.7,50,Rioja Alta,6.49,Vino blanco,,,
476,Señorío de Sarria,Viñedo No. 5,2020,3.6,17,Navarra,6.5,Vino rosado,,,
477,EGO,Talento Ecológico,2019,3.7,212,Jumilla,6.5,Vino tinto,,,
478,Divina Proporción,Loquillo Tinto Barrica,2020,3.9,14,Toro,6.5,Vino tinto,,,
479,D Luis R,PINC Clarete,2019,3.6,53,Rioja,6.5,Vino rosado,,,
480,Dominio de Calles,Crianza,2014,3.6,65,Valencia,6.5,Vino tinto,,,
481,El Miracle,No. 05,2021,3.6,42,Valencia,6.5,Vino rosado,,,
482,Pradorey,Lia,2020,3.7,32,Ribera del Duero,6.5,Vino rosado,,,
483,Viña Zorzal,Chardonnay,2020,3.6,133,Navarra,6.5,Vino blanco,,,
484,J. Fernando,Verdejo,2020,3.6,112,Rueda,6.5,Vino blanco,,,
485,Bodegas Cosme Palacio,Glorioso Rioja Crianza,2018,3.8,86,Rioja,6.5,Vino tinto,,,
486,Lagravera,Laltre,2020,3.8,112,Costers del Segre,6.5,Vino tinto,,,
487,Laudum,Crianza,2018,3.6,18,Alicante,6.5,Vino tinto,,,
488,De Moya,Tibó Blanco,2021,3.9,29,Valencia,6.5,Vino blanco,,,
489,Viña Real,Rioja Rosado,2020,3.6,83,Rioja,6.5,Vino rosado,,,
490,Muriel,Fincas de la Villa Rioja Crianza,2018,3.7,496,Rioja,6.5,Vino tinto,,,
491,Olivares,Rosado,2021,3.6,35,Jumilla,6.5,Vino rosado,,,
492,Ramón Bilbao,Rioja Rosado,2021,3.7,285,Rioja,6.5,Vino rosado,,,
493,Bruno Murciano,Parajes del Cabriel,2020,3.8,19,Utiel-Requena,6.5,Vino tinto,,,
494,Singulares,Afortunado Verdejo Rueda,2021,3.9,106,Rueda,6.5,Vino blanco,,,
495,Bodega Sommos,Chardonnay Roble,2021,3.6,31,Somontano,6.5,Vino blanco,,,
496,Barbadillo,Quãdis Joven Cadiz,2020,3.7,42,Cádiz,6.5,Vino tinto,,,
497,Volver,Paso a Paso Organic Red,2020,3.8,11,La Mancha,6.5,Vino tinto,,,
498,Finca La Estacada,12 Meses en Barrica Crianza,2018,3.8,17,Uclés,6.5,Vino tinto,,,
499,De Moya,Tibó Blanco,2019,3.9,151,Valencia,6.5,Vino blanco,,,
500,De Moya,Justina,2018,3.9,395,Valencia,6.5,Vino tinto,,,
501,Península Vinicultores,Viñedos Viejos Vino de Montana,2020,3.8,12,Madrid,6.5,Vino tinto,,,
502,Laus,Crianza,2016,3.6,177,Somontano,6.5,Vino tinto,,,
503,El Miracle,El Miracle By Mariscal Old Vine Garnacha Tintorera,2019,3.6,64,Valencia,6.5,Vino tinto,,,
504,Batán de Salas de Beroz,Esencia de Gewürz,2019,3.9,28,Somontano,6.5,Vino blanco,,,
505,Monasterio de Las Vinas,Reserva,2016,3.8,552,Cariñena,6.5,Vino tinto,,,
506,Marqués de la Concordia,MM Selección Especial Brut Vintage,2019,3.7,63,Cava,6.5,Vino espumoso,,,
508,Moacin,Alto Acín Seleccion Verdejo,2020,3.6,42,Rueda,6.5,Vino blanco,,,
509,Ramón Bilbao,Verdejo Rueda,2021,3.9,330,Rueda,6.5,Vino blanco,,,
510,Viña Zorzal,Garnacha Rosé,2021,3.6,24,Navarra,6.5,Vino rosado,,,
511,EGO,Goru el Blanco,2021,3.7,12,Jumilla,6.5,Vino blanco,,,
512,Celler 9+,Blau Marí,2020,3.6,11,Tarragona,6.5,Vino tinto,,,
513,Pasión,Bobal Rosé,2021,4.0,16,Utiel-Requena,6.5,Vino rosado,,,
515,Olivares,Rosado,2020,3.6,229,Jumilla,6.5,Vino rosado,,,
516,Viña Real,Rioja Rosado,2021,3.9,43,Rioja,6.5,Vino rosado,,,
517,Fusta Nova,Blanco,2019,3.7,17,Valencia,6.5,Vino blanco,,,
518,Yllera,Vendimia Nocturna Sauvignon Blanc,2021,3.7,28,Rueda,6.5,Vino blanco,,,
519,Viñedos y Bodegas Muñoz,Finca Muñoz Colección de la Familia,2019,4.0,89,Castilla,,Vino tinto,,,
520,Muriel,Fincas de la Villa Rioja Crianza,2019,3.7,49,Rioja,6.5,Vino tinto,,,
521,Blanco Nieva,Verdejo,2019,3.8,75,Rueda,6.5,Vino blanco,,,
522,Familia Torres,Viña Sol Rosado,2020,3.6,205,Cataluña,6.5,Vino rosado,,,
523,Finca Antigua,Red Organic,2017,3.6,17,La Mancha,6.5,Vino tinto,,,
524,Bodegas Carramimbre,Carramimbre Verdejo,2021,4.0,54,Rueda,6.5,Vino blanco,,,
525,Bodegas Ponce,Clos Lojen Manchuela,2021,3.7,29,Manchuela,6.5,Vino tinto,,,
527,José Estévez,Castillo de Miraflores Semidulce,2021,4.1,33,Rueda,6.5,Vino de postre,,,
528,Altanza,Sauvignon Blanc,2021,3.9,10,Rioja Alta,6.5,Vino blanco,,,
529,Campo Viejo,Tempranillo,2019,3.7,5242,Rioja,6.5,Vino tinto,,,
530,Bodegas Fontana,Oveja Tinta Graciano - Malbec,2019,3.6,97,La Mancha,6.5,Vino tinto,,,
531,Jordi Miró,Ennak,2020,4.0,26,Terra Alta,6.51,Vino tinto,,,
532,Mas Llunes,Maragda Blanc,2021,3.9,21,Empordà,6.53,Vino blanco,,,
533,Pazo Das Tapias,Alma de Blanco,2021,3.7,49,Monterrei,6.54,Vino blanco,,,
534,Gran Recosind,Criança,2017,3.8,33,Empordà,6.55,Vino tinto,,,
535,Javier Sanz Viticultor,Semidulce,2021,4.1,25,Rueda,6.55,Vino de postre,,,
536,Rexach Baqués,Reserva Brut Imperial,,3.6,112,Cava,6.56,Vino espumoso,,,
537,Castell del Remei,Gotim Blanc,2021,3.6,62,Costers del Segre,6.57,Vino blanco,,,
539,Bodegas Mano a Mano,Mano a Mano,2016,3.7,995,Castilla,6.59,Vino tinto,,,
540,Bodegas Fontana,Dominio de Fontana Sauvignon Blanc - Verdejo,2020,3.8,140,Uclés,6.59,Vino blanco,,,
541,Marques de Burgos,Roble Vendimia Seleccionada,2020,3.7,15,Ribera del Duero,6.59,Vino tinto,,,
542,Marqués de Riscal,Rosado,2021,3.6,90,Rioja,6.59,Vino rosado,,,
543,El Escocés Volante,La Multa Old Vine Garnacha,2019,3.6,37,Calatayud,6.6,Vino tinto,,,
544,Altanza,La Niña de Mis Ojos,2021,3.7,20,Rioja,6.6,Vino blanco,,,
545,Bodegas Javier San Pedro Ortega,Cueva de Lobos Crianza,2019,3.8,86,Rioja,6.6,Vino tinto,,,
546,Martí Fabra,Verd Albera Empordà,2020,3.9,125,Empordà,6.6,Vino blanco,,,
547,Luis Cañas,Tinto,2019,3.6,58,Rioja,6.61,Vino tinto,,,
548,Señorío de Nava,Ribera del Duero Roble,2020,3.9,60,Ribera del Duero,6.63,Vino tinto,,,
549,Luis Cañas,Tinto,2020,3.6,25,Rioja,6.65,Vino tinto,,,
550,Vivanco,Rioja Blanco,2021,3.7,24,Rioja,6.65,Vino blanco,,,
551,Mas Llunes,Maragda Rouge,2021,3.7,10,Empordà,6.65,Vino tinto,,,
552,Dominio Dostares,Estay Prieto Picudo,2018,3.9,14,Bierzo,6.65,Vino tinto,,,
553,Bodegas Faustino,Crianza,2019,3.8,102,Rioja,6.65,Vino tinto,,,
554,Shaya,Arindo,2019,3.7,118,Rueda,6.65,Vino blanco,,,
555,Dehesa El Carrascal,Tudon's Monastrell,2017,4.0,43,Castilla,6.66,Vino tinto,,,
557,Oroya,Oroya Created For Sushi,2020,3.6,30,Castilla y León,6.69,Vino blanco,,,
558,Martinez Corta,Finca Iriarte Tempranillo,2018,3.8,147,Rioja,6.69,Vino tinto,,,
559,Legaris,Rueda Verdejo,2020,3.7,403,Rueda,6.69,Vino blanco,,,
560,Legaris,Rueda Verdejo,2021,3.8,158,Rueda,6.69,Vino blanco,,,
561,Bodegas Javier San Pedro Ortega,Anahí,2021,3.8,43,Rioja,6.7,Vino blanco,,,
562,Finca Constancia,Parcela 23 Tempranillo,2020,3.8,11,Castilla,6.7,Vino tinto,,,
563,Castell del Remei,Gotim Blanc,2020,3.7,182,Costers del Segre,6.7,Vino blanco,,,
564,Coelus,Crianza Tempranillo,2017,3.6,42,Rioja,6.7,Vino tinto,,,
565,Coelus,Crianza Tempranillo,2018,3.6,26,Rioja,6.7,Vino tinto,,,
566,Carlos Serres,Rioja Crianza,2019,3.8,114,Rioja,6.7,Vino tinto,,,
567,Sierra Cantabria,Rosado,2021,3.7,17,Rioja,6.7,Vino rosado,,,
568,Bodegas Arraez,Vividor Bobal,2019,3.6,404,Utiel-Requena,6.7,Vino tinto,,,
569,Ostatu,Rioja Tinto,2021,3.8,50,Rioja Alavesa,6.7,Vino tinto,,,
570,Vinos a Tresbolillo,Trompo,2015,3.6,119,Ribera del Duero,6.75,Vino tinto,,,
571,Guelbenzu,Azul,2018,3.8,83,Ribera del Queiles,6.75,Vino tinto,,,
572,Breca,Garnacha de Fuego,2020,3.6,83,Calatayud,6.75,Vino tinto,,,
573,Protos,Verdejo,2021,3.8,628,Rueda,6.75,Vino blanco,,,
575,Celler 9+,Blau Cel,2021,3.6,10,Tarragona,6.75,Vino blanco,,,
576,Arzuaga,Pago Mota Chardonnay,2020,3.6,48,Vino de España,6.75,Vino blanco,,,
577,Freixenet,Cava Reserva Vintage Brut Nature,2019,3.7,70,Cava,6.75,Vino espumoso,,,
578,Familia Torres,Coronas Tempranillo,2017,3.6,3247,Cataluña,6.75,Vino tinto,,,
579,El Casetero,Selección Garnacha,2020,3.6,27,Campo de Borja,6.75,Vino tinto,,,
580,Finca Antigua,Crianza,2016,3.8,14,La Mancha,6.75,Vino tinto,,,
581,Adhuc Tempus,Verdejo,2019,4.0,13,Rueda,6.75,Vino blanco,,,
582,Gran Feudo,Reserva,2016,3.6,473,Navarra,6.75,Vino tinto,,,
583,Celler Masroig,Solà Fred,2019,3.6,498,Montsant,6.75,Vino tinto,,,
584,Altanza,Edulis de Altanza Rioja Crianza,2018,3.8,177,Rioja,6.75,Vino tinto,,,
585,Javier Ruiz,Veyovis Verdejo,2020,4.1,18,Rueda,6.75,Vino blanco,,,
586,Bodegas Valdemar,Finca del Marquesado Crianza,2016,3.7,310,Rioja,6.75,Vino tinto,,,
587,Castillo Perelada,3 Finques (Fincas),2017,3.6,555,Empordà,6.75,Vino tinto,,,
588,Habla,de La Tierra,2019,3.7,600,Extremadura,6.75,Vino tinto,,,
589,Dominio de Atauta,Viridiana Ribera del Duero Roble,2019,3.7,68,Ribera del Duero,6.76,Vino tinto,,,
590,Empordàlia,Sinols Criança,2019,3.8,129,Empordà,6.78,Vino tinto,,,
591,Vinos Sanz,Verdejo,2021,3.9,15,Rueda,6.79,Vino blanco,,,
592,Bodega de Bardos,Rueda Verdejo,2021,4.0,261,Rueda,6.79,Vino blanco,,,
593,Pagos del Rey,Sentero Roble Tinta de Toro,2020,3.6,38,Toro,6.8,Vino tinto,,,
594,Pago de la Jaraba,Azagador Reserva Tinto,2015,3.8,33,La Mancha,6.8,Vino tinto,,,
595,Luzon,Colección Blanco,2020,3.9,136,Jumilla,6.8,Vino blanco,,,
596,Luzon,Colección Blanco,2021,3.9,22,Jumilla,6.8,Vino blanco,,,
597,Arché Pagès,Sàtirs Negre,2018,3.8,143,Empordà,6.8,Vino tinto,,,
598,Familia Montaña,Finca La Valentina Montaña Crianza,2017,3.6,22,Rioja,6.8,Vino tinto,,,
599,Bodega Pirineos,Señorío de Lazán Crianza,2018,3.9,34,Somontano,6.8,Vino tinto,,,
600,Bodega Pirineos,Señorío de Lazán Crianza,2018,3.9,34,Somontano,6.8,Vino tinto,,,
601,Montespina,Sauvignon,2021,3.7,42,Rueda,6.8,Vino blanco,,,
602,Celler Credo,And The Winner Is...,2020,3.6,144,Cataluña,6.8,Vino blanco,,,
603,Arché Pagès,Sàtirs Negre,2019,3.7,75,Empordà,6.84,Vino tinto,,,
604,Viladellops,Garnatxa,2021,3.9,24,Penedès,6.85,Vino tinto,,,
605,Bodegas Virgen de Galir,Maruxa Mencia,2020,3.6,320,Valdeorras,6.85,Vino tinto,,,
606,Marques de Vitoria,Rioja Crianza,2016,3.6,765,Rioja,6.85,Vino tinto,,,
607,Artuke,Artuke Rioja,2021,3.8,160,Rioja,6.85,Vino tinto,,,
608,Bodegas Virgen de Galir,Maruxa Mencia,2019,3.7,243,Valdeorras,6.85,Vino tinto,,,
609,Enate,Cabernet Sauvignon - Merlot,2019,3.8,295,Somontano,6.85,Vino tinto,,,
610,Ca N'Estella,Les Nones Blanco,2020,3.9,45,Penedès,6.85,Vino blanco,,,
611,Bruma del Estrecho,Paraje Marín,2020,3.6,19,Jumilla,6.85,Vino tinto,,,
612,Jaro,Sembro Vendimia Seleccionada Tempranillo,2019,3.8,282,Ribera del Duero,6.85,Vino tinto,,,
613,Viña Costeira,Blanco,2020,3.7,224,Ribeiro,6.85,Vino blanco,,,
614,Vinos Valtuille,Pago de Valdoneje,2021,3.6,14,Bierzo,6.85,Vino tinto,,,
615,Celler Mas Pòlit,Terra Indika,2019,3.7,30,Empordà,6.88,Vino tinto,,,
616,Vega Moragona,Ventica Bobal,2019,4.0,451,Ribera del Júcar,,Vino tinto,,,
617,Marqués de la Concordia,MM Reserva de la Familia Brut Nature,2018,3.7,36,Cava,6.9,Vino espumoso,,,
618,Mocen,Sauvignon Blanc,2021,4.1,37,Rueda,6.9,Vino blanco,,,
619,Nivarius,Tempranillo Blanco,2021,3.9,36,Rioja,6.9,Vino blanco,,,
