,winery,wine,year,rating,num_reviews,region,price,type,body,acidity,parker_score
1634,Allende,Aurus,2001,4.3,53,Rioja,140.0,Rioja Red,4.0,3.0,
1635,Enate,Chardonnay Uno,2012,4.3,53,Somontano,249.95,Chardonnay,4.0,3.0,
1636,El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,53,Ribera del Duero,28.83,Ribera Del Duero Red,5.0,3.0,
1637,Finca Villacreces,Nebro Ribera del Duero,2013,4.3,53,Ribera del Duero,196.29,Ribera Del Duero Red,5.0,3.0,
1638,Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,53,Otazu,28.4,Chardonnay,4.0,3.0,
1639,Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,53,Rueda,14.5,Verdejo,3.0,3.0,
1640,La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,53,Rioja,260.0,Rioja Red,4.0,3.0,
1641,Toro Albala,Don PX Pedro Ximenez,1999,4.3,52,Montilla-Moriles,36.9,Pedro Ximenez,5.0,1.0,
1642,Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,4.3,52,Costers del Segre,25.8,,,,
1643,Anibal de Otero,Vina Centenaria Mencia,2014,4.3,52,Bierzo,38.0,Mencia,3.0,3.0,
1644,Familia Torres,Grans Muralles,2017,4.3,52,Conca de Barbera,137.75,Red,4.0,3.0,
1645,Costers del Siurana,Clos de L'Obac,2009,4.3,51,Priorato,79.9,Priorat Red,4.0,3.0,
1646,Bodegas San Roman,Malvasia,2017,4.3,51,Castilla,41.5,,,,
1647,Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,51,Castilla,24.5,Syrah,4.0,3.0,
1648,Cervoles,Estrats,2012,4.3,51,Costers del Segre,68.55,Red,4.0,3.0,
1649,Scala Dei,Masdeu,2016,4.3,51,Priorato,81.35,Priorat Red,4.0,3.0,
1650,Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,50,Ribera del Duero,121.5,Ribera Del Duero Red,5.0,3.0,
1651,Vizcarra,Celia,2014,4.3,50,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0,
1652,Marques de Caceres,Gaudium,1998,4.3,50,Rioja,60.0,Rioja Red,4.0,3.0,
1653,Barahonda,Summum Monastrell,2019,4.3,50,Yecla,13.99,Monastrell,5.0,3.0,
1654,Mas Doix,Doix,2002,4.3,49,Priorato,195.52,Priorat Red,4.0,3.0,
1655,Altos del Enebro,Finca La Herradura,2014,4.3,49,Ribera del Duero,68.0,Ribera Del Duero Red,5.0,3.0,
1656,Pago de Larrainzar,Reserva Especial,2014,4.3,49,Navarra,16.9,Red,4.0,3.0,
1657,Albamar,Alma de Mar Albarino,2019,4.3,49,Rias Baixas,27.5,Albarino,3.0,3.0,
1658,Williams & Humbert,Canasta 20 Anos Cream,,4.3,49,Jerez-Xeres-Sherry,29.25,Pedro Ximenez,5.0,1.0,
1659,Pujanza,Rioja Anadas Frias,2016,4.3,49,Rioja,75.0,Rioja White,3.0,3.0,
1660,Finca Rio Negro,5o Ano,2016,4.3,49,La Mancha,23.9,Red,4.0,3.0,
1661,Oxer Wines,Suzzane Rioja,2019,4.3,48,Rioja,34.9,Rioja Red,4.0,3.0,
1662,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,48,Rioja,532.0,Rioja Red,4.0,3.0,
1663,Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Ribera del Duero,95.0,Ribera Del Duero Red,5.0,3.0,
1664,Can Bas,Monreal,2015,4.3,48,Penedes,44.1,Red,4.0,3.0,
1665,Atlantida,Blanco,2019,4.3,48,Cadiz,17.7,,,,
1666,Atlan & Artisan,8 Vents Mallorca,2019,4.3,47,Mallorca,18.9,Red,4.0,3.0,
1667,Venus la Universal,Venus,2017,4.3,47,Montsant,35.35,Montsant Red,4.0,3.0,
1668,La Rioja Alta,Gran Reserva 890,1981,4.3,47,Rioja,270.0,Rioja Red,4.0,3.0,
1669,Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Emporda,34.95,Red,4.0,3.0,
1670,Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,46,Priorato,348.85,Priorat Red,4.0,3.0,
1671,Lar de Paula,Tempranillo Reserva,2012,4.3,46,Rioja,14.9,Rioja Red,4.0,3.0,
1672,Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Ribera del Duero,39.7,Ribera Del Duero Red,5.0,3.0,
1673,Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,46,Cava,75.5,Cava,2.0,3.0,
1674,Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,45,Rioja,189.9,Rioja Red,4.0,3.0,
1675,Luis Canas,Rioja Gran Reserva,2016,4.3,45,Rioja,21.01,Rioja Red,4.0,3.0,
1676,La Val,Albarino Sobre Lias,2015,4.3,45,Rias Baixas,23.9,Albarino,3.0,3.0,
1677,Tres Piedras,Nobbis,2019,4.3,45,Ribera del Duero,12.8,Tempranillo,4.0,2.0,
1678,Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Castilla y Leon,39.95,Red,4.0,3.0,
1679,Javi Revert,Sensal,2020,4.3,45,Valencia,22.35,Red,4.0,3.0,
1680,Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,45,Rueda,27.25,Verdejo,3.0,3.0,
1681,Alta Alella,Blanc de Neu,2016,4.3,45,Alella,16.99,Sparkling,2.0,3.0,
1682,Contino,Reserva,1995,4.3,45,Rioja,55.0,Rioja Red,4.0,3.0,
1683,Terras Gauda,La Mar,2019,4.3,45,Rias Baixas,21.5,Albarino,3.0,3.0,
1684,Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,44,Bierzo,106.92,Mencia,3.0,3.0,
1685,Lambuena,Vinas Viejas,2014,4.3,44,Ribera del Duero,37.065126,Ribera Del Duero Red,5.0,3.0,
1686,Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,44,Ribera del Duero,38.5,Ribera Del Duero Red,5.0,3.0,
1687,Bodegas Luis Perez,Fino La Barajuela,2016,4.3,44,Andalucia,69.95,,,,
1688,Marco Abella,Clos Abella Seleccion Especial,2016,4.3,44,Priorato,43.5,Priorat Red,4.0,3.0,
1689,Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,44,Rioja,36.5,Rioja Red,4.0,3.0,
1690,Familia Torres,Reserva Real,1998,4.3,43,Penedes,213.5,Red,4.0,3.0,
1691,Attis,Attis Embaixador Albarino,2018,4.3,43,Rias Baixas,21.89,Albarino,3.0,3.0,
1692,Miguel Merino,Vitola Reserva,2016,4.3,42,Rioja,21.9,Rioja Red,4.0,3.0,
1693,San Cobate,San Cucufate Monasterio,2017,4.3,42,Ribera del Duero,33.0,Ribera Del Duero Red,5.0,3.0,
1694,Pazo Senorans,Tras Los Muros Albarino,2017,4.3,42,Rias Baixas,38.0,Albarino,3.0,3.0,
1695,Avancia,Godello,2020,4.3,42,Valdeorras,24.77,,,,
1696,Carlos Moro,CM Tinto,2017,4.3,42,Rioja,17.75,Tempranillo,4.0,2.0,
1697,Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,4.3,41,Valdejalon,40.9,,,,
1698,Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,40,Rioja,52.5,Rioja Red,4.0,3.0,
1699,Terra Remota,Clos Adrien,2016,4.3,40,Emporda,48.91,Red,4.0,3.0,
1700,Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,40,Priorato,27.1,,,,
1701,Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,40,Rioja,58.25,Rioja Red,4.0,3.0,
1702,Santa Petronila,Oloroso En Rama,,4.3,40,Jerez-Xeres-Sherry,24.9,Sherry,4.0,3.0,
1703,Jimenez-Landi,El Reventon Cebreros,2016,4.3,40,Castilla y Leon,67.95,Grenache,5.0,3.0,
1704,Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,,4.3,40,Jerez-Xeres-Sherry,74.9,Sherry,4.0,3.0,
1705,Chivite,Navarra Vendimia Tardia Coleccion 125,2018,4.3,39,Navarra,25.95,,,,
1706,Espectacle del Montsant,Tinto,2018,4.3,39,Montsant,119.0,Montsant Red,4.0,3.0,
1707,Gallina de Piel,Manar dos Seixas,2019,4.3,38,Ribeiro,13.5,,,,
1708,Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,4.3,38,Rioja,51.45,Rioja White,3.0,3.0,
1709,Cartoixa de Montsalvat,Montsalvat,2005,4.3,38,Priorato,56.27,Priorat Red,4.0,3.0,
1710,Arid,Eolic Sauvignon Blanc,2016,4.3,38,Penedes,11.65,Sauvignon Blanc,3.0,3.0,
1711,Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,38,Toro,32.9,Toro Red,5.0,3.0,
1712,Jimenez-Landi,Cantos del Diablo,2018,4.3,38,Mentrida,197.0,Grenache,5.0,3.0,
1713,Bodegas Reyes,Teofilo Reyes Crianza,2019,4.3,38,Ribera del Duero,14.71,Ribera Del Duero Red,5.0,3.0,
1714,Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,4.3,38,Alicante,16.45,,,,
1715,Hugas de Batlle,Falguera,2009,4.3,38,Emporda,53.55,Red,4.0,3.0,
1716,Atlan & Artisan,Epistem No. 3,2016,4.3,38,Yecla,18.9,Red,4.0,3.0,
1717,Telmo Rodriguez,Molino Real,2015,4.3,38,Malaga,53.3,,,,
1718,Bodegas Arrocal,Angel Ribera del Duero,2015,4.3,37,Ribera del Duero,31.9,Ribera Del Duero Red,5.0,3.0,
1719,Buil & Gine,Pleret,2012,4.3,37,Priorato,55.5,Priorat Red,4.0,3.0,
1720,Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,37,Ribeiro,40.75,Red,4.0,3.0,
1721,Castell del Remei,Costers Del Segre 1780,2017,4.3,37,Costers del Segre,22.9,Red,4.0,3.0,
1722,Vizcarra,Ines,2010,4.3,37,Ribera del Duero,76.87,Ribera Del Duero Red,5.0,3.0,
1723,Vizcarra,Ines,2014,4.3,37,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0,
1724,Valdubon,Honoris,2005,4.3,37,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,
1725,Emilio Moro,La Revelia Godello,2019,4.3,37,Bierzo,21.65,,,,
1726,Altanza,Club Rioja Reserva,2012,4.3,36,Rioja,20.95,Rioja Red,4.0,3.0,
1727,Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,4.3,36,Ribera del Duero,243.8,Ribera Del Duero Red,5.0,3.0,
1728,Artadi,La Morera de San Lazaro,2016,4.3,36,Vino de Espana,80.0,Tempranillo,4.0,2.0,
1729,Real de Asua,Tinto,2000,4.3,36,Rioja,60.4,Rioja Red,4.0,3.0,
1730,Artadi,Quintanilla,2016,4.3,35,Vino de Espana,65.9,Tempranillo,4.0,2.0,
1731,Taron,Reserva,2014,4.3,35,Rioja Alta,10.2,Rioja Red,4.0,3.0,
1732,Sebio,Salvaxe,2018,4.3,35,Ribeiro,26.75,,,,
1733,R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,35,Rioja,47.95,Rioja Red,4.0,3.0,
1734,Gramona,Vi De Glass Gewurztraminer,2017,4.3,35,Cataluna,18.58,,,,
1735,Goyo Garcia Viadero,Finca Los Quemados,2016,4.3,35,Ribera del Duero,27.7,Ribera Del Duero Red,5.0,3.0,
1736,Bodegas Reyes,Teofilo Reyes Crianza,2018,4.3,35,Ribera del Duero,11.94,Ribera Del Duero Red,5.0,3.0,
1737,Marques de Caceres,Rioja Reserva,1985,4.3,35,Rioja,45.0,Rioja Red,4.0,3.0,
1738,Santiago Ruiz,Albarino (O Rosal),2021,4.3,35,Rias Baixas,13.45,Albarino,3.0,3.0,
1739,Terroir Al Limit Soc. Lda,Les Manyes,2017,4.3,35,Priorato,180.0,Priorat Red,4.0,3.0,
1740,Pujanza,Rioja,2005,4.3,34,Rioja,29.0,Rioja Red,4.0,3.0,
1741,Mauro Estevez,Vino de Autor Ribeiro Blanco,2020,4.3,34,Ribeiro,15.9,,,,
1742,Finca Valpiedra,Rioja Reserva,1994,4.3,34,Rioja,65.0,Rioja Red,4.0,3.0,
1743,Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013,4.3,34,Penedes,21.6,Sparkling,2.0,3.0,
1744,Bodegas Gama,Octogenarius,2014,4.3,34,Rioja,46.5,Grenache,5.0,3.0,
1745,Edetaria,Finca La Pedrissa,2015,4.3,34,Terra Alta,37.9,Red,4.0,3.0,
1746,Hacienda Zorita Natural Reserve,Magister,2017,4.3,35,Arribes,35.5,Red,4.0,3.0,
1747,Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018,4.3,34,Ribera del Duero,27.9,Ribera Del Duero Red,5.0,3.0,
1748,Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011,4.3,33,Penedes,110.47,,,,
1749,Can Xanet,Sibila,2017,4.3,33,Mallorca,32.46,Red,4.0,3.0,
1750,Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,4.3,33,Emporda,15.56,Red,4.0,3.0,
1751,A Coroa,200 Cestos Godello,2020,4.3,33,Valdeorras,23.7,,,,
1752,Sebio,Heaven & Hell,2017,4.3,32,Galicia,18.5,,,,
1753,Celler de Capcanes,Cabrida Montsant,2018,4.3,32,Montsant,36.85,Montsant Red,4.0,3.0,
1754,Alonso & Pedrajo,Suane Blanco,2017,4.3,32,Rioja,23.9,Rioja White,3.0,3.0,
1755,Bodegas Amaren,Garnacha,2014,4.3,32,Rioja,38.0,Grenache,5.0,3.0,
1756,Jimenez-Landi,Cantos del Diablo,2017,4.3,33,Mentrida,101.01,Grenache,5.0,3.0,
1757,Bodegas Ochoa,Vendimia Tardia Moscatel,2020,4.3,32,Navarra,13.75,,,,
1758,Mandia Vell,Pinot Noir,2017,4.3,31,Mallorca,29.38,Red,4.0,3.0,
1759,Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018,4.3,31,Rioja,44.9,Rioja White,3.0,3.0,
1760,Valdecuevas,Cuvee Verdejo,2018,4.3,31,Rueda,12.0,Verdejo,3.0,3.0,
1761,Algueira,Anadelia,2015,4.3,31,Ribeira Sacra,38.5,,,,
1762,Sebio,Salvaxe,2017,4.3,31,Ribeiro,28.35,,,,
1763,Telmo Rodriguez,Tabuerniga,2018,4.3,31,Rioja,65.22,Rioja Red,4.0,3.0,
1764,Mocen,Seleccion Especial Verdejo,2021,4.3,32,Rueda,6.26,Verdejo,3.0,3.0,
1765,Estones,Coster d'en Fornos,2017,4.3,31,Montsant,40.55,Montsant Red,4.0,3.0,
1766,Bodega Tameran,Malvasia Volcanica,2020,4.3,31,Gran Canaria,31.9,,,,
1767,Inurrieta,Laderas de Inurrieta,2017,4.3,30,Navarra,26.1,Red,4.0,3.0,
1768,Telmo Rodriguez,El Velado Tinto,2017,4.3,30,Rioja,73.95,Rioja Red,4.0,3.0,
1769,Trus,Pico de Luyas,2018,4.3,30,Ribera del Duero,48.9,Ribera Del Duero Red,5.0,3.0,
1770,Flor de Chasna,Blanco Afrutado,2020,4.3,30,Abona,11.99,,,,
1771,Lagar de Sabariz,A Pita Cega,2015,4.3,30,Galicia,44.8,,,,
1772,Mestres,Mas Via Gran Reserva Brut,2002,4.3,29,Cava,76.17,Cava,2.0,3.0,
1773,Muga,Prado Enea Gran Reserva,1970,4.3,29,Rioja,120.0,Rioja Red,4.0,3.0,
1774,Campillo,Finca Cuesta Clara Raro Reserva,2016,4.3,29,Rioja,39.5,Rioja Red,4.0,3.0,
1775,Naia,Naiades,2018,4.3,29,Rueda,19.03,Verdejo,3.0,3.0,
1776,AGE,Fuenmayor Gran Reserva,1959,4.3,29,Rioja,230.0,Rioja Red,4.0,3.0,
1777,Marques de Murrieta,Dalmau Rioja,1996,4.3,29,Rioja,110.0,Rioja Red,4.0,3.0,
1778,Marques de Riscal,Rioja Reserva,1964,4.3,29,Rioja,310.0,Rioja Red,4.0,3.0,
1779,Navajas,Mirador de Navajas Reserva Rioja,2011,4.3,29,Rioja,28.7550102072719,Rioja Red,4.0,3.0,
1780,Altanza,Coleccion Roberto Amillo Amontillado,,4.3,29,Jerez Amontillado,39.9,Sherry,4.0,3.0,
1781,Alvaro Domecq,1730 Amontillado,,4.3,29,Jerez Amontillado,34.65,Sherry,4.0,3.0,
1782,Allende,Aurus,2011,4.3,29,Rioja,211.92,Rioja Red,4.0,3.0,
1783,Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,28,Rioja,43.9,Rioja Red,4.0,3.0,
1784,Vinyes del Terrer,Nus del Terrer,2016,4.3,28,Tarragona,25.9,Red,4.0,3.0,
1785,Cepas Familiares,Nivel,2018,4.3,28,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,
1786,Bodegas Faustino,I Gran Reserva,1968,4.3,28,Rioja,160.0,Rioja Red,4.0,3.0,
1787,Dominio de Loalva,Seleccion Especial,2016,4.3,28,Ribera del Duero,32.0,Ribera Del Duero Red,5.0,3.0,
1788,El Regajal,Galia Clos Santuy,2017,4.3,28,Castilla y Leon,74.9,Red,4.0,3.0,
1789,Ysios,Seleccion,2016,4.3,28,Rioja,30.0,Rioja Red,4.0,3.0,
1790,Antidoto,Le Rose,2018,4.3,28,Ribera del Duero,49.0,,,,
1791,Zifar,Pago de las Sabinas,2016,4.3,28,Ribera del Duero,39.55,Ribera Del Duero Red,5.0,3.0,
1792,Romate,Old & Plus Oloroso,,4.3,28,Jerez Oloroso,45.0,Sherry,4.0,3.0,
1793,Altanza,Coleccion Roberto Amillo Palo Cortado,,4.3,27,Jerez-Xeres-Sherry,47.7,Sherry,4.0,3.0,
1794,Volver,Alicante Bouschet by Tarima,2018,4.3,27,Alicante,14.9,Red,4.0,3.0,
1795,Marques de Riscal,Rioja Gran Reserva,2016,4.3,27,Rioja,46.45,Rioja Red,4.0,3.0,
1796,Rodriguez de Vera,Tinto,2017,4.3,27,Almansa,15.45,Red,4.0,3.0,
1797,Bordalas Garcia,Gueta-Lupia,2011,4.3,27,Priorato,31.75,Priorat Red,4.0,3.0,
1798,Sierra Cantabria,Amancio,2002,4.3,27,Rioja,110.0,Rioja Red,4.0,3.0,
1799,Bodega Tameran,Marmajuelo,2020,4.3,27,Gran Canaria,29.75,,,,
1801,Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,4.3,27,Cava,18.5,Cava,2.0,3.0,
1802,Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,4.3,26,Ribera del Duero,19.8563175,Ribera Del Duero Red,5.0,3.0,
1803,Habla,No. 23,2017,4.3,26,Extremadura,23.1,Red,4.0,3.0,
1804,Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,26,Castilla y Leon,97.07,Grenache,5.0,3.0,
1805,Loess,Tinto,2019,4.3,26,Ribera del Duero,8.57,Ribera Del Duero Red,5.0,3.0,
1806,Jimenez-Landi,Cantos del Diablo,2016,4.3,26,Mentrida,67.95,Grenache,5.0,3.0,
1807,Javier Sanz Viticultor,V Dulce de Invierno,2018,4.3,26,Castilla y Leon,17.74,,,,
1808,Dominio de Anza,Diego Magana,2020,4.3,26,Rioja,37.9,Rioja Red,4.0,3.0,
1809,Bodegas Amaren,Graciano,2012,4.3,26,Rioja,68.0,Rioja Red,4.0,3.0,
1810,Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,26,Rioja,39.89,Rioja Red,4.0,3.0,
1811,Hacienda Solano,Pena Lobera,2018,4.3,25,Ribera del Duero,68.9,Ribera Del Duero Red,5.0,3.0,
1812,Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,25,Rioja,35.0,Rioja Red,4.0,3.0,
1813,Samsara,Ronda,2015,4.3,25,Sierras de Malaga,32.5,Red,4.0,3.0,
1814,Ordonez,Nisia Las Suertes Verdejo Old Vines,2020,4.3,25,Rueda,16.9,Verdejo,3.0,3.0,
1815,Josep Grau Viticultor,Territori,2019,4.3,25,Montsant,23.6,Red,4.0,3.0,
1816,Cuentavinas,Alomado,2018,4.3,25,Rioja,46.95,Rioja Red,4.0,3.0,
1817,Bodegas Gama,Octogenarius,2015,4.3,25,Rioja,36.9,Grenache,5.0,3.0,
1818,Miguel Merino,Gran Reserva,2000,4.3,25,Rioja,48.81,Rioja Red,4.0,3.0,
1819,Los Aguilares,Pinot Noir,2020,4.3,25,Sierras de Malaga,33.5,Red,4.0,3.0,
1820,Nin-Ortiz,Selma de Nin Blanco,2017,4.3,25,Cataluna,56.95,,,,
1821,Zifar,Senda de Los Olivos Roble,2020,4.3,25,Ribera del Duero,8.9,Ribera Del Duero Red,5.0,3.0,
1822,Felix Solis,Mucho Mas Tinto,,4.2,32624,Vino de Espana,4.99,Red,4.0,3.0,
1823,Marques de Riscal,Rioja Reserva,2016,4.2,16505,Rioja,15.9,Rioja Red,4.0,3.0,
1824,La Rioja Alta,Vina Ardanza Reserva,2007,4.2,9098,Rioja,23.7,Rioja Red,4.0,3.0,
1825,Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,8318,Rioja,23.0,Rioja Red,4.0,3.0,
1826,Emilio Moro,Ribera del Duero,2018,4.2,7825,Ribera del Duero,19.5,Ribera Del Duero Red,5.0,3.0,
1827,Emilio Moro,Ribera del Duero,2017,4.2,7294,Ribera del Duero,21.2,Ribera Del Duero Red,5.0,3.0,
1828,Tinto Pesquera,Reserva,2012,4.2,6567,Ribera del Duero,27.0,Ribera Del Duero Red,5.0,3.0,
1829,La Rioja Alta,Vina Ardanza Reserva,2008,4.2,6532,Rioja,33.0,Rioja Red,4.0,3.0,
1830,El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,6256,Rioja,16.14,Rioja Red,4.0,3.0,
1831,Dominio de Pingus,PSI,2016,4.2,6163,Ribera del Duero,37.95,Ribera Del Duero Red,5.0,3.0,
1832,La Rioja Alta,Vina Alberdi Reserva,2015,4.2,5802,Rioja,17.02,Rioja Red,4.0,3.0,
1833,Abadia Retuerta,Seleccion Especial,2014,4.2,5178,Sardon de Duero,49.85,Red,4.0,3.0,
1834,Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,4610,Rias Baixas,14.95,Albarino,3.0,3.0,
1835,Matarromera,Crianza,2016,4.2,4127,Ribera del Duero,9.76,Ribera Del Duero Red,5.0,3.0,
1836,Arzuaga,Ribera del Duero Crianza,2016,4.2,4091,Ribera del Duero,19.16,Ribera Del Duero Red,5.0,3.0,
1837,La Rioja Alta,Vina Alberdi Reserva,2016,4.2,3825,Rioja,15.8,Rioja Red,4.0,3.0,
1838,Imperial,Rioja Reserva,2015,4.2,3788,Rioja,19.8333333333333,Rioja Red,4.0,3.0,
1839,Protos,27 Ribera del Duero,2016,4.2,3725,Ribera del Duero,21.0,Ribera Del Duero Red,5.0,3.0,
1840,Terras Gauda,Terras Gauda O Rosal,2020,4.2,3648,Rias Baixas,12.29,Albarino,3.0,3.0,
1841,Protos,27 Ribera del Duero,2017,4.2,3545,Ribera del Duero,23.75,Ribera Del Duero Red,5.0,3.0,
1842,Remelluri,Rioja Reserva,2012,4.2,3453,Rioja,15.83,Rioja Red,4.0,3.0,
1843,Arzuaga,Ribera del Duero Crianza,2017,4.2,3354,Ribera del Duero,15.45,Ribera Del Duero Red,5.0,3.0,
1844,Familia Torres,Salmos,2016,4.2,3225,Priorato,24.85,Priorat Red,4.0,3.0,
1845,Pago de Los Capellanes,Crianza Tinto,2017,4.2,3224,Ribera del Duero,20.95,Ribera Del Duero Red,5.0,3.0,
1846,Marques de Riscal,Rioja Gran Reserva,2007,4.2,3101,Rioja,28.43,Rioja Red,4.0,3.0,
1847,R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,2901,Rioja Alta,22.58,Rioja Red,4.0,3.0,
1848,Bodegas Mauro,Red,2011,4.2,2820,Castilla y Leon,58.26,Red,4.0,3.0,
1849,R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,2820,Rioja Alta,20.95,Rioja Red,4.0,3.0,
1850,Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,2788,Penedes,48.4,Cabernet Sauvignon,4.0,3.0,
1851,Rafael Palacios,Louro Godello,2019,4.2,2685,Valdeorras,19.7,,,,
1852,Imperial,Rioja Reserva,2016,4.2,2676,Rioja,24.75,Rioja Red,4.0,3.0,
1853,Bodegas Roda,Roda Reserva Rioja,2015,4.2,2478,Rioja,55.47,Rioja Red,4.0,3.0,
1854,Bodegas Roda,Roda Reserva Rioja,2012,4.2,2375,Rioja,28.4,Rioja Red,4.0,3.0,
1855,Imperial,Rioja Reserva,2014,4.2,2364,Rioja,27.6,Rioja Red,4.0,3.0,
1856,Juan Gil,Jumilla Blue Label,2015,4.2,2271,Jumilla,24.76,Red,4.0,3.0,
1857,Juan Gil,Jumilla Blue Label,2018,4.2,2234,Jumilla,24.6,Red,4.0,3.0,
1858,Juan Gil,Jumilla Blue Label,2017,4.2,2135,Jumilla,22.5,Red,4.0,3.0,
1859,Bodegas Faustino,I Gran Reserva,1994,4.2,2074,Rioja,124.5,Rioja Red,4.0,3.0,
1860,Carmelo Rodero,Crianza,2017,4.2,2050,Ribera del Duero,19.99,Ribera Del Duero Red,5.0,3.0,
1861,Atalaya,La Atalaya del Camino,2017,4.2,2022,Almansa,11.8,Red,4.0,3.0,
1862,Protos,27 Ribera del Duero,2018,4.2,1981,Ribera del Duero,23.74,Ribera Del Duero Red,5.0,3.0,
1863,Bodegas Roda,Roda Reserva Rioja,2013,4.2,1931,Rioja,30.35,Rioja Red,4.0,3.0,
1864,Protos,Gran Reserva,2012,4.2,1921,Ribera del Duero,38.84,Ribera Del Duero Red,5.0,3.0,
1865,Remelluri,Rioja Reserva,2013,4.2,1768,Rioja,21.5,Rioja Red,4.0,3.0,
1866,Tinto Pesquera,Reserva,2015,4.2,1688,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0,
1867,Marques de Riscal,Rioja 150 Aniversario,2010,4.2,1686,Rioja,59.0,Rioja Red,4.0,3.0,
1868,Pintia,Toro,2006,4.2,1665,Toro,98.9,Toro Red,5.0,3.0,
1869,Bodegas Roda,Roda Reserva Rioja,2014,4.2,1645,Rioja,59.9,Rioja Red,4.0,3.0,
1870,Alto Moncayo,Veraton Garnacha,2014,4.2,1627,Campo de Borja,19.94,Grenache,5.0,3.0,
1871,R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,1611,Rioja Alta,23.52,Rioja Red,4.0,3.0,
1872,Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,1573,Ribera del Duero,33.3733333333333,Ribera Del Duero Red,5.0,3.0,
1873,Dominio de Pingus,PSI,2019,4.2,1355,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0,
1874,Alto Moncayo,Veraton Garnacha,2018,4.2,1343,Campo de Borja,21.6,Grenache,5.0,3.0,
1875,La Rioja Alta,Vina Alberdi Crianza,2015,4.2,1341,Rioja,11.2,Rioja Red,4.0,3.0,
1876,Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,1337,Cadiz,32.0010770950795,Syrah,4.0,3.0,
1877,Marques de Riscal,Rioja Gran Reserva,2011,4.2,1319,Rioja,39.5,Rioja Red,4.0,3.0,
1878,Garmon,Ribera del Duero,2015,4.2,1308,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0,
1879,Marques de Murrieta,Capellania Reserva,2015,4.2,1301,Rioja,29.15,Rioja White,3.0,3.0,
