winery,wine,year,rating,num_review,country,region,price,type,body,acidity
Altanza,La Niña de Mis Ojos,2021,"3,7",20,España,Rioja,"6,60",Vino blanco,,
Bodegas Javier San Pedro Ortega,Cueva de Lobos Crianza,2019,"3,8",86,España,Rioja,"6,60",Vino tinto,,
Martí Fabra,Verd Albera Empordà,2020,"3,9",125,España,Empordà,"6,60",Vino blanco,,
Luis Cañas,Tinto,2019,"3,6",58,España,Rioja,"6,61",Vino tinto,,
Señorío de Nava,Ribera del Duero Roble,2020,"3,9",60,España,Ribera del Duero,"6,63",Vino tinto,,
Luis Cañas,Tinto,2020,"3,6",25,España,Rioja,"6,65",Vino tinto,,
Vivanco,Rioja Blanco,2021,"3,7",24,España,Rioja,"6,65",Vino blanco,,
Mas Llunes,Maragda Rouge,2021,"3,7",10,España,Empordà,"6,65",Vino tinto,,
Dominio Dostares,Estay Prieto Picudo,2018,"3,9",14,España,Bierzo,"6,65",Vino tinto,,
Bodegas Faustino,Crianza,2019,"3,8",102,España,Rioja,"6,65",Vino tinto,,
Shaya,Arindo,2019,"3,7",118,España,Rueda,"6,65",Vino blanco,,
Dehesa El Carrascal,Tudon's Monastrell,2017,"4,0",43,España,Castilla,"6,66",Vino tinto,,
Valdespino,Tres Cortados Medium Dry,7251,"3,8",28,España,Jerez-Xérès-Sherry,"6,68",Vino fortificado,,
Oroya,Oroya Created For Sushi,2020,"3,6",30,España,Castilla y León,"6,69",Vino blanco,,
Martinez Corta,Finca Iriarte Tempranillo,2018,"3,8",147,España,Rioja,"6,69",Vino tinto,,
Legaris,Rueda Verdejo,2020,"3,7",403,España,Rueda,"6,69",Vino blanco,,
Legaris,Rueda Verdejo,2021,"3,8",158,España,Rueda,"6,69",Vino blanco,,
Bodegas Javier San Pedro Ortega,Anahí,2021,"3,8",43,España,Rioja,"6,70",Vino blanco,,
Finca Constancia,Parcela 23 Tempranillo,2020,"3,8",11,España,Castilla,"6,70",Vino tinto,,
Castell del Remei,Gotim Blanc,2020,"3,7",182,España,Costers del Segre,"6,70",Vino blanco,,
Coelus,Crianza Tempranillo,2017,"3,6",42,España,Rioja,"6,70",Vino tinto,,
Coelus,Crianza Tempranillo,2018,"3,6",26,España,Rioja,"6,70",Vino tinto,,
Carlos Serres,Rioja Crianza,2019,"3,8",114,España,Rioja,"6,70",Vino tinto,,
Sierra Cantabria,Rosado,2021,"3,7",17,España,Rioja,"6,70",Vino rosado,,
Bodegas Arraez,Vividor Bobal,2019,"3,6",404,España,Utiel-Requena,"6,70",Vino tinto,,
Ostatu,Rioja Tinto,2021,"3,8",50,España,Rioja Alavesa,"6,70",Vino tinto,,
Vinos a Tresbolillo,Trompo,2015,"3,6",119,España,Ribera del Duero,"6,75",Vino tinto,,
Guelbenzu,Azul,2018,"3,8",83,España,Ribera del Queiles,"6,75",Vino tinto,,
Breca,Garnacha de Fuego,2020,"3,6",83,España,Calatayud,"6,75",Vino tinto,,
Protos,Verdejo,2021,"3,8",628,España,Rueda,"6,75",Vino blanco,,
Freixenet,Cava Cordón Negro Brut,7970,"3,6",18879,España,Cava,"6,75",Vino espumoso,,
Celler 9+,Blau Cel,2021,"3,6",10,España,Tarragona,"6,75",Vino blanco,,
Arzuaga,Pago Mota Chardonnay,2020,"3,6",48,España,Vino de España,"6,75",Vino blanco,,
Freixenet,Cava Reserva Vintage Brut Nature,2019,"3,7",70,España,Cava,"6,75",Vino espumoso,,
Familia Torres,Coronas Tempranillo,2017,"3,6",3247,España,Cataluña,"6,75",Vino tinto,,
El Casetero,Selección Garnacha,2020,"3,6",27,España,Campo de Borja,"6,75",Vino tinto,,
Finca Antigua,Crianza,2016,"3,8",14,España,La Mancha,"6,75",Vino tinto,,
Adhuc Tempus,Verdejo,2019,"4,0",13,España,Rueda,"6,75",Vino blanco,,
Gran Feudo,Reserva,2016,"3,6",473,España,Navarra,"6,75",Vino tinto,,
Celler Masroig,Solà Fred,2019,"3,6",498,España,Montsant,"6,75",Vino tinto,,
Altanza,Edulis de Altanza Rioja Crianza,2018,"3,8",177,España,Rioja,"6,75",Vino tinto,,
Javier Ruiz,Veyovis Verdejo,2020,"4,1",18,España,Rueda,"6,75",Vino blanco,,
Bodegas Valdemar,Finca del Marquesado Crianza,2016,"3,7",310,España,Rioja,"6,75",Vino tinto,,
Castillo Perelada,3 Finques (Fincas),2017,"3,6",555,España,Empordà,"6,75",Vino tinto,,
Habla,de La Tierra,2019,"3,7",600,España,Extremadura,"6,75",Vino tinto,,
Dominio de Atauta,Viridiana Ribera del Duero Roble,2019,"3,7",68,España,Ribera del Duero,"6,76",Vino tinto,,
Empordàlia,Sinols Criança,2019,"3,8",129,España,Empordà,"6,78",Vino tinto,,
Vinos Sanz,Verdejo,2021,"3,9",15,España,Rueda,"6,79",Vino blanco,,
Bodega de Bardos,Rueda Verdejo,2021,"4,0",261,España,Rueda,"6,79",Vino blanco,,
Pagos del Rey,Sentero Roble Tinta de Toro,2020,"3,6",38,España,Toro,"6,80",Vino tinto,,
Pago de la Jaraba,Azagador Reserva Tinto,2015,"3,8",33,España,La Mancha,"6,80",Vino tinto,,
Luzon,Colección Blanco,2020,"3,9",136,España,Jumilla,"6,80",Vino blanco,,
Luzon,Colección Blanco,2021,"3,9",22,España,Jumilla,"6,80",Vino blanco,,
Arché Pagès,Sàtirs Negre,2018,"3,8",143,España,Empordà,"6,80",Vino tinto,,
Familia Montaña,Finca La Valentina Montaña Crianza,2017,"3,6",22,España,Rioja,"6,80",Vino tinto,,
Bodega Pirineos,Señorío de Lazán Crianza,2018,"3,9",34,España,Somontano,"6,80",Vino tinto,,
Bodega Pirineos,Señorío de Lazán Crianza,2018,"3,9",34,España,Somontano,"6,80",Vino tinto,,
Montespina,Sauvignon,2021,"3,7",42,España,Rueda,"6,80",Vino blanco,,
Celler Credo,And The Winner Is...,2020,"3,6",144,España,Cataluña,"6,80",Vino blanco,,
Arché Pagès,Sàtirs Negre,2019,"3,7",75,España,Empordà,"6,84",Vino tinto,,
Viladellops,Garnatxa,2021,"3,9",24,España,Penedès,"6,85",Vino tinto,,
Bodegas Virgen de Galir,Maruxa Mencia,2020,"3,6",320,España,Valdeorras,"6,85",Vino tinto,,
Marques de Vitoria,Rioja Crianza,2016,"3,6",765,España,Rioja,"6,85",Vino tinto,,
Artuke,Artuke Rioja,2021,"3,8",160,España,Rioja,"6,85",Vino tinto,,
Bodegas Virgen de Galir,Maruxa Mencia,2019,"3,7",243,España,Valdeorras,"6,85",Vino tinto,,
Enate,Cabernet Sauvignon - Merlot,2019,"3,8",295,España,Somontano,"6,85",Vino tinto,,
Ca N'Estella,Les Nones Blanco,2020,"3,9",45,España,Penedès,"6,85",Vino blanco,,
Bruma del Estrecho,Paraje Marín,2020,"3,6",19,España,Jumilla,"6,85",Vino tinto,,
Jaro,Sembro Vendimia Seleccionada Tempranillo,2019,"3,8",282,España,Ribera del Duero,"6,85",Vino tinto,,
Viña Costeira,Blanco,2020,"3,7",224,España,Ribeiro,"6,85",Vino blanco,,
Vinos Valtuille,Pago de Valdoneje,2021,"3,6",14,España,Bierzo,"6,85",Vino tinto,,
Celler Mas Pòlit,Terra Indika,2019,"3,7",30,España,Empordà,"6,88",Vino tinto,,
Vega Moragona,Ventica Bobal,2019,"4,0",451,España,Ribera del Júcar,,Vino tinto,,
Marqués de la Concordia,MM Reserva de la Familia Brut Nature,2018,"3,7",36,España,Cava,"6,90",Vino espumoso,,
Mocen,Sauvignon Blanc,2021,"4,1",37,España,Rueda,"6,90",Vino blanco,,
Nivarius,Tempranillo Blanco,2021,"3,9",36,España,Rioja,"6,90",Vino blanco,,
De Moya,Justina,2019,"3,9",188,España,Valencia,"6,90",Vino tinto,,
Viña Ijalba,Genoli Viura,2021,"3,7",14,España,Rioja,"6,90",Vino blanco,,
Viña Zorzal,Rey Noble Garnacha,2018,"3,7",20,España,Navarra,"6,90",Vino tinto,,
Beronia,Rueda Verdejo,2021,"3,8",116,España,Rueda,"6,90",Vino blanco,,
Contreras Ruiz,Viña Barredero,2021,"3,8",97,España,Condado de Huelva,"6,90",Vino blanco,,
Finca Constancia,Parcela 52 Verdejo,2020,"3,8",55,España,Castilla,"6,90",Vino blanco,,
Breca,Garnacha de Fuego,2018,"3,6",740,España,Calatayud,"6,90",Vino tinto,,
Herrero Bodega,Erre de Herrero Verdejo,2021,"3,7",28,España,Rueda,"6,90",Vino blanco,,
Marques de Burgos,Roble Vendimia Seleccionada,2019,"3,7",156,España,Ribera del Duero,"6,90",Vino tinto,,
Museum,Vinea Tempranillo Crianza,2017,"3,6",287,España,Cigales,"6,90",Vino tinto,,
EGO,Gorú,2020,"3,7",269,España,Jumilla,"6,90",Vino tinto,,
Altos Ibéricos,Crianza,2017,"3,9",3998,España,Rioja,"6,90",Vino tinto,,
Blanco Nieva,Menganito Verdejo,2019,"3,6",59,España,Rueda,"6,90",Vino blanco,,
Altún,Albiker,2018,"3,6",68,España,Rioja,"6,90",Vino tinto,,
Paco & Lola,Paco Garnacha - Tempranillo,2017,"3,6",62,España,Navarra,"6,90",Vino tinto,,
Palacio de Bornos,La Caprichosa Verdejo,2021,"4,0",79,España,Rueda,,Vino blanco,,
Finca Bacara,Crazy Grapes Monastrell,2020,"4,1",36,España,Jumilla,"6,90",Vino tinto,,
Viña Ijalba,Tempranillo,2020,"3,6",25,España,Rioja,"6,90",Vino tinto,,
Bodegas Arraez,Mala Vida,2019,"3,6",290,España,Valencia,"6,90",Vino tinto,,
Finca Constancia,Selección,2018,"3,7",123,España,Castilla,"6,90",Vino tinto,,
Marqués de la Concordia,MM Reserva de la Familia Brut Millesime Rosé,2018,"3,6",34,España,Cava,"6,90",Vino espumoso,,
Pittacum,Petit Pittacum,2021,"3,8",16,España,Bierzo,"6,90",Vino tinto,,
Bodegas Olarra,Añares Crianza Rioja,2017,"3,6",566,España,Rioja,"6,90",Vino tinto,,
Viña Zorzal,Garnacha,2020,"3,6",417,España,Navarra,"6,90",Vino tinto,,
Terra d'Uro,La Enfermera,2020,"3,8",387,España,Toro,"6,90",Vino tinto,,
Gonzalez-Byass,Solera 1847 Cream,3462,"3,9",2225,España,Jerez-Xérès-Sherry,"6,90",Vino fortificado,,
Bodegas Godelia,Viernes Mencía,2019,"3,6",232,España,Bierzo,"6,90",Vino tinto,,
Laudum,Chardonnay Organic,2021,"3,6",42,España,Alicante,"6,90",Vino blanco,,
Merayo,Mencia Bierzo,2021,"3,9",15,España,Bierzo,"6,90",Vino tinto,,
Bodegas Olarra,Añares Crianza Rioja,2018,"3,6",516,España,Rioja,"6,90",Vino tinto,,
Los Frailes,Monastrell,2020,"3,7",37,España,Valencia,"6,90",Vino tinto,,
Marqués de Griñon,Blanco (Verdejo),2021,"3,8",196,España,Rueda,"6,90",Vino blanco,,
Tamaral,Verdejo Rueda,2021,"3,9",23,España,Rueda,"6,90",Vino blanco,,
Bodegas Franco-Españolas,Rioja Bordón Crianza,2017,"3,8",917,España,Rioja,"6,90",Vino tinto,,
Cherubino Valsangiacomo,El Novio Perfecto,2021,"4,0",55,España,Valencia,"6,90",Vino blanco,,
Williams & Humbert,Cedro Pedro Ximénez,8100,"3,8",23,España,Jerez-Xérès-Sherry,"6,90",Vino fortificado,,
Bodegas Olarra,Añares Crianza Rioja,2018,"3,6",516,España,Rioja,"6,90",Vino tinto,,
Tierra De Cubas,Manadero Collecion de Parcellas Garnacha,2018,"3,9",249,España,Cariñena,,Vino tinto,,
De Moya,Tibó Rosado,2021,"4,0",11,España,Valencia,"6,90",Vino rosado,,
Wines N' Roses,Born To Be Wild Bobal,2020,"4,0",258,España,Valencia,,Vino tinto,,
Cinema,Verdejo on Lías,2018,"3,8",22,España,Rueda,"6,90",Vino blanco,,
Yllera,12 Meses en Barrica Tempranillo,2019,"3,7",77,España,Ribera del Duero,"6,90",Vino tinto,,
Bodegas Arraez,Mala Vida,2020,"4,0",11,España,Valencia,"6,90",Vino tinto,,
Paco & Lola,Paco Garnacha - Tempranillo,2019,"3,6",90,España,Navarra,"6,90",Vino tinto,,
Pago Aylés,a de Aylés,2019,"3,9",170,España,Aragón,"6,90",Vino tinto,,
Equilibrio,4 Monastrell,2020,"4,1",15,España,Jumilla,"6,90",Vino tinto,,
Altún,Albiker,2021,"3,6",33,España,Rioja,"6,90",Vino tinto,,
Habla,de La Tierra,2020,"3,7",260,España,Extremadura,"6,90",Vino tinto,,
Finca Constancia,Parcela 12 Graciano,2017,"3,8",300,España,Castilla,"6,90",Vino tinto,,
Viña Salceda,Rioja Crianza,2018,"3,7",771,España,Rioja,"6,90",Vino tinto,,
Familia Torres,Viña Esmeralda,2021,"3,9",716,España,Cataluña,"6,90",Vino blanco,,
Martin Berdugo,Barrica,2020,"3,8",44,España,Ribera del Duero,"6,90",Vino tinto,,
Izadi,Rioja Larrosa,2021,"4,0",74,España,Rioja,"6,94",Vino rosado,,
Baluarte,Verdejo,2020,"3,8",53,España,Rueda,"6,95",Vino blanco,,
Viña Bujanda,Organic Tinto,2018,"3,7",14,España,Rioja,"6,95",Vino tinto,,
Hnos. del Villar,Oro de Castilla Verdejo,2021,"4,0",67,España,Rueda,"6,95",Vino blanco,,
EGO,Goru Organic,2020,"3,7",65,España,Jumilla,"6,95",Vino tinto,,
Finca Bacara,Yeya Moscatel - Chardonnay,2019,"4,0",171,España,Jumilla,"6,95",Vino blanco,,
Emendis,Flos Sauvignon Blanc - Muscat,2021,"3,8",35,España,Penedès,"6,95",Vino blanco,,
Pinord,Vaquos Verdejo,2019,"3,8",28,España,Rueda,"6,95",Vino blanco,,
Blume,Sauvignon Blanc Rueda,2020,"3,9",47,España,Rueda,"6,95",Vino blanco,,
Hermanos Peciña,Señorio de P. Peciña Cosecha Blanco,2018,"3,6",31,España,Rioja,"6,95",Vino blanco,,
Altos de Rioja,Altos R Tempranillo,2020,"3,9",43,España,Rioja,"6,95",Vino tinto,,
Legaris,Ribera del Duero Roble,2020,"3,6",457,España,Ribera del Duero,"6,95",Vino tinto,,
Cuatro Rayas,Organic Tempranillo,2020,"3,6",90,España,Rueda,"6,95",Vino tinto,,
Angel Lorenzo Cachazo,Martivilli Verdejo,2021,"3,8",71,España,Rueda,"6,95",Vino blanco,,
Jiménez Vila Hnos,La Novicia,2020,"3,6",18,España,Utiel-Requena,"6,95",Vino tinto,,
Bodegas Val de Horna,El Chiquer Garnacha Old Vines,2020,"3,9",39,España,Ribera del Jiloca,"6,95",Vino tinto,,
Coma d'En Bonet,Prohom Conceptia,2020,"3,9",20,España,Terra Alta,"6,95",Vino blanco,,
Guelbenzu,Vierlas,2016,"3,7",46,España,Ribera del Queiles,"6,95",Vino tinto,,
Bodegas Javier San Pedro Ortega,Anahí,2019,"3,8",60,España,Rioja,"6,95",Vino blanco,,
Blanco Nieva,Sauvignon Blanc,2020,"3,7",29,España,Rueda,"6,95",Vino blanco,,
Ca N'Estella,Clot Dels Oms Blanco,2019,"3,6",47,España,Penedès,"6,95",Vino blanco,,
Altún,Albiker,2020,"3,7",41,España,Rioja,"6,95",Vino tinto,,
Vetus,Flor de Vetus Verdejo,2020,"3,8",430,España,Rueda,"6,95",Vino blanco,,
Bodegas Reyes,Tamiz de Teófilo Reyes,2020,"3,7",36,España,Ribera del Duero,"6,95",Vino tinto,,
Marqués de la Concordia,Vega de La Reina Verdejo,2021,"3,9",147,España,Rueda,"6,95",Vino blanco,,
Segura Viudas,Cava Brut Reserva,5419,"3,6",7262,España,Cava,"6,95",Vino espumoso,,
Cune (CVNE),Crianza,2019,"3,6",365,España,Rioja,"6,95",Vino tinto,,
Bodegas Vallobera,El Marido de Mi Amiga Rioja,2021,"4,0",11,España,Rioja,"6,95",Vino blanco,,
Emendis,Flos Sauvignon Blanc - Muscat,2020,"3,8",92,España,Penedès,"6,95",Vino blanco,,
Sonsierra,Crianza,2018,"3,7",21,España,Rioja Alta,"6,95",Vino tinto,,
Vina Herminia,Rioja Crianza,2018,"3,7",33,España,Rioja,"6,95",Vino tinto,,
Vinos Valtuille,Pago de Valdoneje,2020,"3,7",142,España,Bierzo,"6,95",Vino tinto,,
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza,2017,"3,6",263,España,Somontano,"6,95",Vino tinto,,
Ontañón,Vetiver Verdejo,2020,"3,8",64,España,Rueda,"6,95",Vino blanco,,
Martinez Corta,Crianza,2017,"3,7",135,España,Rioja,"6,95",Vino tinto,,
Bodegas Franco-Españolas,Talla de Diamante Rioja,2021,"4,0",15,España,Rioja,"6,95",Vino blanco,,
Cellers Unió,Dairo Crianza,2017,"3,6",71,España,Montsant,"6,95",Vino tinto,,
Ca N'Estella,Clot Dels Oms Tinto,2017,"3,7",31,España,Penedès,"6,95",Vino tinto,,
Beronia,Rioja Viura,2021,"3,9",18,España,Rioja,"6,95",Vino blanco,,
Viore,Ribera del Duero Crianza,2016,"3,6",96,España,Ribera del Duero,"6,95",Vino tinto,,
Viore,Toro Crianza,2016,"3,7",34,España,Toro,"6,95",Vino tinto,,
Marqués de la Concordia,Vega de La Reina Verdejo,2020,"3,8",237,España,Rueda,"6,95",Vino blanco,,
Cuatro Rayas,Cuarenta Vendimias Verdejo,2021,"3,7",89,España,Rueda,"6,95",Vino blanco,,
Sierra Cantabria,Selección,2020,"3,6",17,España,Rioja,"6,95",Vino tinto,,
Breca,Garnacha de Fuego,2019,"3,7",336,España,Calatayud,"6,95",Vino tinto,,
L'Olivera,Blanc de Serè,2021,"3,8",27,España,Costers del Segre,"6,95",Vino blanco,,
Viña Pomal,Viura - Malvasia,2021,"4,0",11,España,Rioja,"6,95",Vino blanco,,
Viña Pomal,Garnacha - Viura Rosé,2021,"3,6",26,España,Rioja,"6,95",Vino rosado,,
Finca Montepedroso,Rueda Verdejo,2020,"3,9",270,España,Rueda,"6,95",Vino blanco,,
Bodegas Castelo de Medina,Castelo de Medina Verdejo,2021,"3,8",168,España,Rueda,"6,95",Vino blanco,,
Barahonda,Barrica Tinto (Monastrell - Syrah),2019,"3,9",82,España,Yecla,"6,95",Vino tinto,,
Fuentenarro,4 Meses en Barrica,2020,"3,6",19,España,Ribera del Duero,"6,95",Vino tinto,,
Familia Torres,Coronas Crianza,2018,"3,6",170,España,Cataluña,"6,96",Vino tinto,,
Rejadorada,Tinto Roble,2020,"3,7",67,España,Toro,"6,97",Vino tinto,,
Amézola de la Mora,Viña Amézola Crianza,2016,"3,6",292,España,Rioja,"6,98",Vino tinto,,
Pago Casa Gran,Falcata Blanco,2021,"4,2",99,España,Valencia,,Vino blanco,,
Pago Casa Gran,Falcata Tinto,2021,"4,1",67,España,Valencia,,Vino tinto,,
Burgo Viejo,Rioja Crianza,2019,"3,8",15,España,Rioja,,Vino tinto,,
Castellblanc (Castellblanch),Cava Dos Lustros Reserva Brut Nature,9696,"3,7",319,España,Cava,"6,99",Vino espumoso,,
Protos,Verdejo,2020,"3,8",1776,España,Rueda,"6,99",Vino blanco,,
Medrano Irazu,Crianza,2018,"3,7",62,España,Rioja,"6,99",Vino tinto,,
Bodegas Castelo de Medina,Castelo de Medina Sauvignon Blanc,2021,"4,0",88,España,Rueda,,Vino blanco,,
Campillo,Fermentado en Barrica Blanco,2021,"3,6",31,España,Rioja,"6,99",Vino blanco,,
Mas Codina,Cava Reserva Brut Nature,2018,"3,7",13,España,Cava,"6,99",Vino espumoso,,
Bodegas Olarra,Cerro Añon Crianza Rioja,2019,"4,0",167,España,Rioja,,Vino tinto,,
Finca Bacara,Yeya Moscatel - Chardonnay,2021,"3,8",23,España,Jumilla,,Vino blanco,,
Portia,Verdejo,2021,"3,9",70,España,Rueda,"6,99",Vino blanco,,
La Quinta,Elementa,2020,"3,8",26,España,Rueda,"7,95",Vino blanco,,
Monteabellon,Verdejo,2021,"3,9",42,España,Rueda,7,Vino blanco,,
Diez Siglos,Verdejo,2021,"3,6",22,España,Rueda,7,Vino blanco,,
Mas Ramoneda,Finca de la Perdiu Negre,2016,"3,7",33,España,Costers del Segre,"7,01",Vino tinto,,
Torre de Oña,Finca San Martin Rioja Crianza,2018,"3,8",725,España,Rioja,"7,01",Vino tinto,,
Bodegas Illana,Tres De Cinco Crianza,2017,"3,6",18,España,Castilla,"7,01",Vino tinto,,
Valcarlos,Fortius Reserva,2016,"3,8",71,España,Navarra,"7,01",Vino tinto,,
Montecillo,Rioja Crianza,2018,"3,6",569,España,Rioja,"7,01",Vino tinto,,
Dehesa El Carrascal,Tudon's Petit Verdot,2019,"3,9",10,España,Castilla,"7,01",Vino tinto,,
Oliver Viticultors,Cava Brut Nature,1175,"3,6",120,España,Cava,"7,04",Vino espumoso,,
Viladellops,Xarel-lo,2021,"3,7",33,España,Penedès,"7,05",Vino blanco,,
Pittacum,Petit Pittacum,2019,"3,6",394,España,Bierzo,"7,05",Vino tinto,,
Martí Serdà,Masia d'Or Brut Nature,8460,"3,6",275,España,Cataluña,"7,07",Vino espumoso,,
Señorio de Villarrica,Crianza,2017,"3,8",187,España,Rioja,"7,07",Vino tinto,,
Garriguella,Puntils Criança,2018,"3,6",21,España,Empordà,"7,08",Vino tinto,,
Vinyes dels Aspres,Oriol dels Aspres Negre,2021,"3,8",45,España,Empordà,"7,08",Vino tinto,,
Vinyes dels Aspres,Oriol dels Aspres Rosat,2021,"3,7",13,España,Empordà,"7,08",Vino rosado,,
Volver,Paso a Paso Tempranillo,2019,"3,7",441,España,Castilla,"7,08",Vino tinto,,
Dominio de Bornos,Roble,2019,"3,7",95,España,Ribera del Duero,"7,09",Vino tinto,,
Altanza,Edulis de Altanza Rioja Crianza,2016,"3,6",310,España,Rioja,"7,10",Vino tinto,,
Tridente,Entresuelos Tempranillo,2017,"3,8",554,España,Castilla y León,"7,10",Vino tinto,,
Celler Credo,And The Winner Is...,2021,"3,8",37,España,Cataluña,"7,10",Vino blanco,,
Ontañón,Rioja Viticultura Ecológica,2019,"3,8",136,España,Rioja,"7,10",Vino tinto,,
Martí Fabra,L'Oratori Empordà,2019,"3,6",208,España,Empordà,"7,10",Vino tinto,,
La Vinyeta,Heus Blanc,2021,"3,7",17,España,Empordà,"7,10",Vino blanco,,
Viñas del Vero,Chardonnay Somontano,2021,"3,7",128,España,Somontano,"7,10",Vino blanco,,
Pago Aylés,Immortalis Monastrell Old Vines,2017,"3,6",65,España,Aragón,"7,10",Vino tinto,,
Costers del Sió,Petit Siós Blanc,2021,"3,8",44,España,Costers del Segre,"7,10",Vino blanco,,
Baigorri,Rioja Rosado,2021,"3,6",27,España,Rioja,"7,10",Vino rosado,,
Juvé & Camps,Aurora D'Espiells Rosé,2020,"3,8",48,España,Penedès,"7,12",Vino rosado,,
Castillo Perelada,Cava Stars Brut Nature,2019,"3,6",31,España,Cava,"7,14",Vino espumoso,,
Zuazo Gaston,Crianza,2017,"3,6",333,España,Rioja,"7,15",Vino tinto,,
Nebla,Verdejo,2021,"3,6",84,España,Castilla y León,"7,15",Vino blanco,,
Francesc Ricart,Cava Brut,7647,"3,7",837,España,Cava,"7,15",Vino espumoso,,
Cuatro Pasos,Tinto,2020,"3,6",54,España,Bierzo,"7,15",Vino tinto,,
El Lagar de Isilla,Verdejo,2019,"3,9",22,España,Rueda,"7,15",Vino blanco,,
El Lagar de Isilla,Verdejo,2021,"3,9",14,España,Rueda,"7,15",Vino blanco,,
Castillo Perelada,Cava Stars Brut Nature,2017,"3,7",180,España,Cava,"7,15",Vino espumoso,,
Finca Montepedroso,Rueda Verdejo,2021,"3,8",36,España,Rueda,"7,15",Vino blanco,,
Pascona,Lo Petitó de Pascona,2021,"3,6",30,España,Montsant,"7,15",Vino tinto,,
Nebla,Verdejo,2020,"3,6",162,España,Castilla y León,"7,15",Vino blanco,,
Monte Odina,Garnacha,2017,"3,8",13,España,Somontano,"7,15",Vino tinto,,
Leyenda del Páramo,El Aprendiz Tinto,2018,"3,6",39,España,Tierra de León,"7,15",Vino tinto,,
Bodega Otto Bestué,Finca Rableros,2019,"3,8",12,España,Somontano,"7,15",Vino tinto,,
Ostatu,Rioja Rosé,2021,"4,0",51,España,Rioja Alavesa,"7,15",Vino rosado,,
Bodegas Faustino,Cava Brut Reserva,8833,"3,6",1400,España,Cava,"7,17",Vino espumoso,,
Martin Berdugo,Barrica,2019,"3,8",163,España,Ribera del Duero,"7,19",Vino tinto,,
Azabache,Reserva Tempranillo - Graciano,2017,"3,7",121,España,Rioja,"7,20",Vino tinto,,
Castillo Perelada,Emporda Cigonyes Rosé,2019,"3,9",57,España,Empordà,"7,20",Vino rosado,,
Peñafiel,Mironia Cosecha,2020,"3,6",15,España,Ribera del Duero,"7,20",Vino tinto,,
Oliveda,Garoina,2021,"3,7",17,España,Empordà,"7,20",Vino blanco,,
Marqués de Cáceres,Cava Brut,6305,"3,6",667,España,Cava,"7,20",Vino espumoso,,
Palacio de Bornos,Sauvignon Blanc,2021,"3,7",48,España,Rueda,"7,20",Vino blanco,,
Atance,Bobal,2019,"3,7",305,España,Valencia,"7,20",Vino tinto,,
Finca Antigua,Crianza,2014,"3,8",101,España,La Mancha,"7,20",Vino tinto,,
Rodríguez de Vera,Jumenta,2019,"3,6",52,España,Castilla,"7,20",Vino tinto,,
Matarromera,Melior Ribera del Duero,2018,"3,6",182,España,Ribera del Duero,"7,20",Vino tinto,,
Castillo Perelada,Emporda Cigonyes Rosé,2020,"3,7",25,España,Empordà,"7,20",Vino rosado,,
Condado de Oriza,Roble Ribera del Duero,2021,"3,8",20,España,Ribera del Duero,"7,20",Vino tinto,,
Castillo Perelada,Empordà Cigonyes Tinto,2021,"3,6",25,España,Empordà,"7,20",Vino tinto,,
Monteabellon,Verdejo,2020,"3,8",122,España,Rueda,"7,20",Vino blanco,,
Volver,La Quinta de Rafa,2020,"3,7",154,España,Almansa,"7,30",Vino tinto,,
Sinforiano,Raimun Doce Meses Barrica,2016,"4,0",25,España,Castilla y León,"7,25",Vino tinto,,
Condado de Oriza,Roble Ribera del Duero,2020,"3,7",331,España,Ribera del Duero,"7,25",Vino tinto,,
Can Blau,Blau,2020,"3,7",37,España,Montsant,"7,25",Vino tinto,,
Pradorey,Origen,2020,"3,6",361,España,Ribera del Duero,"7,25",Vino tinto,,
Manuel Formigo,Formigo,2021,"4,1",21,España,Ribeiro,"7,25",Vino blanco,,
Abad,Dom Bueno Mencia Laderas del Norte,2019,"3,9",128,España,Bierzo,"7,25",Vino tinto,,
Baronia,Cims del Montsant,2017,"3,7",112,España,Montsant,"7,25",Vino tinto,,
Castillo Perelada,Només Garnatxa Blanca,2021,"3,8",55,España,Empordà,"7,25",Vino blanco,,
Naia,S-Naia,2021,"3,8",31,España,Rueda,"7,25",Vino blanco,,
Atance,Bobal,2020,"3,9",67,España,Valencia,"7,25",Vino tinto,,
Singulares,El Veïnat Garnatxa Montsant,2021,"3,8",10,España,Montsant,"7,25",Vino tinto,,
Beronia,Rueda Verdejo,2019,"3,7",630,España,Rueda,"7,25",Vino blanco,,
Portal del Montsant,Santes Negre Sustainable Vineyards,2019,"3,6",412,España,Montsant,"7,25",Vino tinto,,
Viña Pomal,Centenario Crianza,2019,"3,7",56,España,Rioja,"7,25",Vino tinto,,
Diez Mérito,Bertola Fino,6766,"3,7",96,España,Jerez Fino,"7,25",Vino fortificado,,
Celler de Capçanes,Mas Picosa Flor En Flor Montsant,2020,"3,7",223,España,Montsant,"7,25",Vino tinto,,
Martí Serdà,Masia d'Or Rosé,0851,"4,0",149,España,Cava,"7,25",Vino espumoso,,
Williams & Humbert,Canasta Cream,8227,"3,8",987,España,Jerez-Xérès-Sherry,"7,25",Vino fortificado,,
Artadi,Artazuri Garnacha Rosado (Artazu),2021,"3,8",11,España,Navarra,"7,25",Vino rosado,,
Enrique Mendoza,Moscatel de la Marina Alicante,2021,"4,1",25,España,Alicante,"7,25",Vino blanco,,
